toi,a,g,s,h,ppg,ppa,PIM,fow,fot,TA,GA,SHG,SHA,blocked,pminus,ETOI,STOI,PPTOI,season,type,date_time_GMT,away_goals,home_goals,venue,pts,pp pts,c_w_pts,c_wo_pts,pts y/n,total games,total pts,ppg,games l_21,games l_7,pts l_7,pts l_3,pp pts l_7,pp pts l_3,pts y/n l_7,pts y/n l_3,ppg l_7,ppg l_3
1326,1,0,3,1,0,1,2,0,0,1,0,0,0,0,0,786,0,540,20172018,R,2018-03-16T23:00:00Z,3,6,Capital One Arena,1,1,2,0,1,71,76,1.071428571,9,3,4,3,1,1,3,2,0.571428571,1
1128,1,1,2,0,0,0,0,1,1,1,1,0,0,0,-1,958,0,170,20172018,R,2018-03-18T21:00:00Z,3,6,Wells Fargo Center,2,0,3,0,1,72,78,1.070422535,9,3,5,4,2,2,4,3,0.714285714,1.333333333
1333,2,1,6,1,1,0,2,0,0,0,0,0,0,0,1,1075,1,257,20172018,R,2018-03-20T23:00:00Z,3,4,Capital One Arena,3,1,4,0,1,73,81,1.083333333,9,3,6,4,2,1,4,3,0.857142857,1.333333333
1381,0,0,4,1,0,0,0,0,0,0,3,0,0,0,0,1029,1,351,20172018,R,2018-03-22T23:30:00Z,1,0,Little Caesars Arena,0,0,5,0,0,74,81,1.109589041,9,3,9,6,3,2,5,3,1.285714286,2
1178,0,0,4,1,0,0,2,0,0,1,1,0,0,1,0,1016,0,162,20172018,R,2018-03-24T23:00:00Z,6,4,Centre Bell,0,0,0,1,0,75,81,1.094594595,10,3,9,5,3,1,5,2,1.285714286,1.666666667
1061,1,1,8,0,1,0,0,0,0,1,0,0,0,0,1,764,0,297,20172018,R,2018-03-26T23:30:00Z,4,2,Madison Square Garden,2,1,0,2,1,76,83,1.08,10,3,9,3,3,1,5,1,1.285714286,1
1222,0,0,5,1,0,0,0,0,0,1,2,0,0,0,2,881,0,341,20172018,R,2018-03-29T00:00:00Z,2,3,Capital One Arena,0,0,1,0,0,77,83,1.092105263,10,2,9,2,3,1,5,1,1.285714286,0.666666667
1276,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-3,1106,0,170,20172018,R,2018-03-30T23:00:00Z,4,1,Capital One Arena,0,0,0,1,0,78,83,1.077922078,10,3,8,2,3,1,4,1,1.142857143,0.666666667
1367,0,0,4,4,0,0,2,0,0,0,2,0,0,0,1,912,0,455,20172018,R,2018-04-01T23:30:00Z,3,1,PPG Paints Arena,0,0,0,2,0,79,83,1.064102564,10,3,7,2,2,1,3,1,1,0.666666667
1016,0,1,5,1,1,0,0,0,0,1,0,0,0,1,-2,867,0,149,20172018,R,2018-04-03T00:00:00Z,4,2,Scottrade Center,1,1,0,3,1,80,84,1.050632911,10,3,5,0,2,0,2,0,0.714285714,0
1314,0,1,4,0,1,0,0,0,0,1,3,0,0,0,-1,1029,0,285,20172018,R,2018-04-05T23:00:00Z,4,3,Capital One Arena,1,1,1,0,1,81,85,1.05,10,3,3,1,2,1,2,1,0.428571429,0.333333333
1260,0,2,8,0,0,0,0,0,0,2,0,0,0,1,1,1036,0,224,20172018,R,2018-04-07T23:00:00Z,3,5,Capital One Arena,2,0,2,0,1,82,87,1.049382716,10,3,4,2,3,2,3,2,0.571428571,0.666666667
1542,0,0,4,2,0,0,0,0,0,0,1,0,0,1,0,973,0,569,20172018,P,2018-04-12T23:30:00Z,4,3,Capital One Arena,0,0,3,0,0,83,87,1.06097561,8,1,6,4,3,2,4,3,0.857142857,1.333333333
1801,0,2,10,5,2,0,0,0,0,1,0,0,0,0,0,1159,0,642,20172018,P,2018-04-15T23:30:00Z,5,4,Capital One Arena,2,2,0,1,1,84,89,1.048192771,8,1,4,3,2,1,3,2,0.571428571,1
1763,2,0,5,1,0,1,0,0,0,0,0,0,0,0,-1,1412,0,351,20172018,P,2018-04-17T23:30:00Z,3,2,Nationwide Arena,2,1,1,0,1,85,91,1.05952381,8,2,6,4,4,2,4,2,0.857142857,1.333333333
1147,1,1,4,0,0,1,0,0,0,1,2,0,0,0,1,994,0,153,20172018,P,2018-04-19T23:30:00Z,4,1,Nationwide Arena,2,1,2,0,1,86,93,1.070588235,8,2,8,4,5,3,5,2,1.142857143,1.333333333
1420,0,0,7,1,0,0,0,0,0,1,0,0,0,0,-1,1141,0,279,20172018,P,2018-04-21T19:00:00Z,3,4,Capital One Arena,0,0,3,0,0,87,93,1.081395349,8,3,10,6,6,4,6,3,1.428571429,2
968,0,2,3,1,1,0,0,0,0,0,0,0,0,2,0,707,0,261,20172018,P,2018-04-23T23:30:00Z,6,3,Nationwide Arena,2,1,0,1,1,88,95,1.068965517,8,3,9,4,5,2,5,2,1.285714286,1.333333333
1119,1,1,3,3,0,0,0,0,0,1,1,0,0,0,0,1089,0,30,20172018,P,2018-04-26T23:00:00Z,3,2,Capital One Arena,2,0,1,0,1,89,97,1.079545455,7,2,10,4,5,2,5,2,1.428571429,1.333333333
1108,0,1,4,4,0,0,0,0,0,0,2,0,0,0,1,803,0,305,20172018,P,2018-04-29T19:00:00Z,1,4,Capital One Arena,1,0,2,0,1,90,98,1.08988764,7,2,10,4,5,1,5,2,1.428571429,1.333333333
1224,1,1,2,4,0,1,2,0,0,1,1,0,0,0,1,878,0,346,20172018,P,2018-05-01T23:30:00Z,4,3,PPG Paints Arena,2,1,3,0,1,91,100,1.088888889,8,2,11,5,5,1,6,3,1.571428571,1.666666667
1261,0,0,0,7,0,0,0,0,0,1,2,0,0,0,-1,998,7,256,20172018,P,2018-05-03T23:00:00Z,1,3,PPG Paints Arena,0,0,4,0,0,92,100,1.098901099,8,2,11,5,4,1,6,3,1.571428571,1.666666667
1133,1,0,3,2,0,0,4,0,0,0,1,0,0,0,2,931,0,202,20172018,P,2018-05-05T23:00:00Z,3,6,Capital One Arena,1,0,0,1,1,93,101,1.086956522,9,3,9,3,3,1,5,2,1.285714286,1
1383,1,0,5,7,0,0,0,0,0,1,0,0,0,0,1,1272,0,111,20172018,P,2018-05-07T23:00:00Z,2,1,PPG Paints Arena,1,0,1,0,1,94,102,1.086021505,9,3,8,3,2,1,5,2,1.142857143,1
1060,1,1,3,3,1,1,0,0,0,0,0,0,0,1,0,798,0,262,20172018,P,2018-05-12T00:00:00Z,4,2,Amalie Arena,2,2,2,0,1,95,104,1.085106383,7,1,9,2,2,0,6,2,1.285714286,0.666666667
1029,1,1,4,5,0,1,0,0,0,0,1,0,0,1,2,915,0,114,20172018,P,2018-05-14T00:00:00Z,6,2,Amalie Arena,2,1,3,0,1,96,106,1.094736842,7,1,9,4,3,2,6,3,1.285714286,1.333333333
1536,0,0,9,2,0,0,0,0,0,1,0,0,0,1,0,1207,0,329,20172018,P,2018-05-16T00:00:00Z,4,2,Capital One Arena,0,0,4,0,0,97,106,1.104166667,8,2,9,5,4,3,6,3,1.285714286,1.666666667
1424,1,0,3,4,0,0,0,0,0,0,1,0,0,1,0,961,0,463,20172018,P,2018-05-18T00:00:00Z,4,2,Capital One Arena,1,0,0,1,1,98,107,1.092783505,8,3,8,4,4,3,5,2,1.142857143,1.333333333
1216,0,1,3,6,0,0,0,0,0,0,1,0,0,0,-1,1216,0,0,20172018,P,2018-05-19T23:15:00Z,2,3,Amalie Arena,1,0,1,0,1,99,108,1.091836735,9,3,7,3,3,1,5,2,1,1
1015,0,0,4,4,0,0,0,0,0,0,1,0,0,1,0,932,0,83,20172018,P,2018-05-22T00:00:00Z,0,3,Capital One Arena,0,0,2,0,0,100,108,1.090909091,8,3,8,2,3,0,6,2,1.142857143,0.666666667
1058,0,1,4,5,0,0,0,0,0,1,1,0,0,1,1,958,0,100,20172018,P,2018-05-24T00:00:00Z,4,0,Amalie Arena,1,0,0,1,1,101,109,1.08,8,3,7,2,3,0,5,2,1,0.666666667
1149,1,0,2,4,0,0,0,0,0,1,0,0,0,1,0,1029,0,120,20172018,P,2018-05-29T00:00:00Z,4,6,T-Mobile Arena,1,0,1,0,1,102,110,1.079207921,7,1,7,2,3,0,5,2,1,0.666666667
1036,0,1,3,5,1,0,0,0,0,0,0,0,0,1,0,919,0,117,20172018,P,2018-05-31T00:00:00Z,3,2,T-Mobile Arena,1,1,2,0,1,103,111,1.078431373,8,1,6,2,1,0,5,2,0.857142857,0.666666667
1048,0,1,5,2,0,0,0,0,0,1,1,0,0,2,1,679,0,369,20172018,P,2018-06-03T00:00:00Z,1,3,Capital One Arena,1,0,3,0,1,104,112,1.077669903,8,2,5,3,1,1,5,3,0.714285714,1
1215,1,0,4,2,0,0,0,0,0,1,1,0,0,0,2,911,0,304,20172018,P,2018-06-05T00:00:00Z,2,6,Capital One Arena,1,0,4,0,1,105,113,1.076923077,8,2,6,3,1,1,6,3,0.857142857,1
1191,0,1,5,2,1,0,2,0,0,2,0,0,0,1,0,850,0,341,20172018,P,2018-06-08T00:00:00Z,4,3,T-Mobile Arena,1,1,5,0,1,106,114,1.076190476,7,2,6,3,1,1,6,3,0.857142857,1
987,1,1,5,0,1,1,0,0,1,0,1,0,0,0,0,723,0,264,20182019,R,2018-10-03T23:30:00Z,0,7,Capital One Arena,2,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
1207,0,1,3,3,0,0,0,0,0,0,1,0,0,0,1,978,0,229,20182019,R,2018-10-04T23:00:00Z,6,7,PPG Paints Arena,1,0,1,0,1,2,3,2,1,1,2,2,2,2,1,1,0.285714286,0.666666667
1079,0,2,7,2,0,0,0,0,0,1,0,0,0,1,2,714,6,359,20182019,R,2018-10-11T00:00:00Z,2,5,Capital One Arena,2,0,2,0,1,3,5,1.5,2,0,3,3,2,2,2,2,0.428571429,1
1437,0,0,2,7,0,0,0,0,0,0,1,0,0,0,-1,1065,0,372,20182019,R,2018-10-11T23:00:00Z,0,6,Prudential Center,0,0,3,0,0,4,5,1.666666667,0,0,5,5,2,2,3,3,0.714285714,1.666666667
1294,2,0,2,2,0,1,0,0,0,0,1,0,0,0,0,1059,0,235,20182019,R,2018-10-13T23:00:00Z,4,2,Capital One Arena,2,1,0,1,1,5,7,1.25,1,1,5,3,2,0,3,2,0.714285714,1
1408,0,2,6,3,2,0,0,0,0,2,1,0,0,1,-1,1016,0,392,20182019,R,2018-10-17T23:00:00Z,3,4,Capital One Arena,2,2,1,0,1,6,9,1.4,2,2,7,4,3,1,4,2,1,1.333333333
1370,0,0,2,4,0,0,2,0,0,0,1,0,0,0,0,1095,19,256,20182019,R,2018-10-19T23:00:00Z,6,5,Capital One Arena,0,0,2,0,0,7,9,1.5,3,2,9,4,5,3,5,2,1.285714286,1.333333333
1056,2,2,7,1,1,1,0,0,0,0,0,0,0,0,2,718,0,338,20182019,R,2018-10-23T02:00:00Z,5,2,Rogers Arena,4,2,0,1,1,8,13,1.285714286,4,2,9,4,5,3,5,2,1.285714286,1.333333333
1007,0,0,3,3,0,0,0,0,1,0,0,0,0,0,-3,960,0,47,20182019,R,2018-10-26T01:00:00Z,1,4,Rogers Place,0,0,1,0,0,9,13,1.625,5,1,11,6,5,4,5,2,1.571428571,2
1185,1,0,2,0,0,1,0,0,0,0,1,0,0,1,0,1020,0,165,20182019,R,2018-10-27T20:00:00Z,4,3,Scotiabank Saddledome,1,1,0,1,1,10,14,1.444444444,6,2,10,4,5,2,4,1,1.428571429,1.333333333
1115,0,2,4,6,0,0,0,0,0,0,0,0,0,1,-2,1004,0,111,20182019,R,2018-11-01T23:30:00Z,4,6,Centre Bell,2,0,1,0,1,11,16,1.4,6,2,9,5,6,3,4,2,1.285714286,1.666666667
1468,0,0,4,7,0,0,0,1,1,0,1,0,0,0,-2,1150,0,318,20182019,R,2018-11-03T23:00:00Z,4,3,Capital One Arena,0,0,2,0,0,12,16,1.454545455,6,1,11,3,6,1,5,2,1.571428571,1
1192,0,1,3,3,1,0,2,0,0,1,0,0,0,0,0,1027,0,165,20182019,R,2018-11-06T00:00:00Z,2,4,Capital One Arena,1,1,0,1,1,13,17,1.333333333,7,2,9,3,5,1,4,2,1.285714286,1
1472,0,1,3,2,1,0,0,0,0,0,0,0,0,2,1,832,0,640,20182019,R,2018-11-08T00:30:00Z,1,2,Capital One Arena,1,1,1,0,1,14,18,1.307692308,7,2,8,3,4,1,4,2,1.142857143,1
1399,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,945,0,454,20182019,R,2018-11-10T00:00:00Z,2,1,Capital One Arena,0,0,2,0,0,15,18,1.285714286,7,2,9,2,5,2,5,2,1.285714286,0.666666667
1285,1,0,2,5,0,0,0,0,0,1,0,0,0,0,0,1091,0,194,20182019,R,2018-11-11T22:00:00Z,4,1,Capital One Arena,1,0,0,1,1,16,19,1.2,8,3,5,2,3,2,4,2,0.714285714,0.666666667
1011,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,791,0,220,20182019,R,2018-11-14T01:00:00Z,5,2,Xcel Energy Center,1,0,1,0,1,17,20,1.1875,8,3,6,2,3,1,5,2,0.857142857,0.666666667
1461,0,0,9,3,0,0,2,0,0,2,1,0,0,0,-2,1129,0,332,20182019,R,2018-11-15T01:00:00Z,1,3,Bell MTS Place,0,0,2,0,0,18,20,1.176470588,9,3,6,2,2,0,5,2,0.857142857,0.666666667
1435,0,1,7,2,0,0,0,0,0,0,0,0,0,0,1,1116,0,319,20182019,R,2018-11-17T02:00:00Z,3,2,Pepsi Center,1,0,0,1,1,19,21,1.111111111,8,3,4,2,2,0,4,2,0.571428571,0.666666667
1313,0,2,5,2,1,0,0,0,0,0,0,0,0,0,1,1163,0,150,20182019,R,2018-11-20T00:30:00Z,5,4,Centre Bell,2,1,1,0,1,20,23,1.105263158,9,3,5,2,2,0,5,2,0.714285714,0.666666667
1341,1,0,2,1,0,0,2,0,0,0,2,0,0,1,1,1118,0,223,20182019,R,2018-11-22T00:00:00Z,2,4,Capital One Arena,1,0,2,0,1,21,24,1.15,9,2,6,3,2,1,5,2,0.857142857,1
1320,1,1,3,6,0,0,2,0,0,0,3,0,0,1,2,1014,0,306,20182019,R,2018-11-23T21:00:00Z,1,3,Capital One Arena,2,0,3,0,1,22,26,1.142857143,10,3,6,4,1,1,5,3,0.857142857,1.333333333
1270,0,1,2,7,0,0,0,0,0,0,1,0,0,1,1,1076,0,194,20182019,R,2018-11-24T19:00:00Z,5,3,Madison Square Garden,1,0,4,0,1,23,27,1.181818182,10,3,8,5,1,1,6,3,1.142857143,1.666666667
1160,0,1,3,4,0,0,2,0,0,0,2,0,0,1,1,1020,3,137,20182019,R,2018-11-27T00:00:00Z,4,1,Barclays Center,1,0,5,0,1,24,28,1.173913043,10,3,8,4,1,0,6,3,1.142857143,1.333333333
1289,2,1,4,2,0,0,0,0,0,1,2,0,0,0,3,980,0,309,20182019,R,2018-12-01T00:00:00Z,3,6,Capital One Arena,3,0,6,0,1,25,31,1.166666667,9,1,8,4,1,0,6,3,1.142857143,1.333333333
1453,1,0,6,1,0,0,0,0,0,0,0,0,0,1,0,1045,0,408,20182019,R,2018-12-02T20:00:00Z,6,5,Capital One Arena,1,0,7,0,1,26,32,1.24,9,2,11,5,1,0,7,3,1.571428571,1.666666667
1317,0,1,3,7,0,0,0,0,0,0,0,0,0,1,-1,795,0,522,20182019,R,2018-12-05T03:00:00Z,3,5,T-Mobile Arena,1,0,8,0,1,27,33,1.230769231,9,2,11,5,1,0,7,3,1.571428571,1.666666667
1068,0,1,4,3,0,0,0,0,0,0,2,0,0,0,1,990,0,78,20182019,R,2018-12-07T02:00:00Z,4,2,Gila River Arena,1,0,9,0,1,28,34,1.222222222,9,3,10,5,0,0,7,3,1.428571429,1.666666667
1207,1,1,5,1,0,0,0,0,1,1,0,0,0,2,2,878,0,329,20182019,R,2018-12-09T00:00:00Z,4,0,Nationwide Arena,2,0,10,0,1,29,36,1.214285714,9,2,10,3,0,0,7,3,1.428571429,1
1178,0,3,4,1,0,0,0,0,0,0,0,0,0,0,3,1053,0,125,20182019,R,2018-12-12T00:30:00Z,2,6,Capital One Arena,3,0,11,0,1,30,39,1.24137931,9,2,10,4,0,0,7,3,1.428571429,1.333333333
1270,0,3,5,2,1,0,2,0,0,1,2,0,0,0,1,1178,0,92,20182019,R,2018-12-15T00:30:00Z,6,5,PNC Arena,3,1,12,0,1,31,42,1.3,7,2,12,6,0,0,7,3,1.714285714,2
1534,0,1,8,4,0,0,0,0,0,0,2,0,0,0,1,1090,0,444,20182019,R,2018-12-16T00:00:00Z,3,4,Capital One Arena,1,0,13,0,1,32,43,1.35483871,8,2,14,8,1,1,7,3,2,2.666666667
1514,0,0,5,6,0,0,2,0,0,0,1,0,0,1,0,1032,0,482,20182019,R,2018-12-20T01:00:00Z,2,1,Capital One Arena,0,0,14,0,0,33,43,1.34375,8,2,12,7,1,1,7,3,1.714285714,2.333333333
1221,0,0,1,0,0,0,0,0,0,1,1,0,0,1,-1,780,0,441,20182019,R,2018-12-22T00:00:00Z,1,2,Capital One Arena,0,0,0,1,0,34,43,1.303030303,8,2,11,4,1,1,6,2,1.571428571,1.333333333
1220,1,0,6,3,0,0,0,0,0,0,0,0,0,0,1,976,0,244,20182019,R,2018-12-23T00:00:00Z,4,0,Canadian Tire Centre,1,0,0,2,1,35,44,1.264705882,8,2,10,1,1,0,5,1,1.428571429,0.333333333
1268,1,0,4,2,0,1,0,0,0,1,1,0,0,0,0,875,0,393,20182019,R,2018-12-28T00:00:00Z,1,3,Capital One Arena,1,1,1,0,1,36,45,1.257142857,7,2,10,1,1,0,5,1,1.428571429,0.333333333
1138,0,0,2,2,0,0,0,0,0,2,2,0,0,1,0,1138,0,0,20182019,R,2018-12-30T00:00:00Z,3,2,Canadian Tire Centre,0,0,2,0,0,37,45,1.25,7,1,9,2,2,1,5,2,1.285714286,0.666666667
1264,0,0,4,5,0,0,2,0,0,2,0,0,0,0,-1,1144,0,120,20182019,R,2018-12-31T17:30:00Z,6,3,Capital One Arena,0,0,0,1,0,38,45,1.216216216,8,2,6,2,2,1,4,2,0.857142857,0.666666667
1172,0,1,3,2,0,0,0,0,0,0,0,0,0,1,-2,850,0,322,20182019,R,2019-01-04T01:00:00Z,2,5,Enterprise Center,1,0,0,2,1,39,46,1.184210526,8,2,3,1,1,1,3,1,0.428571429,0.333333333
1333,0,0,6,5,0,0,2,0,0,0,0,0,0,3,-1,998,0,335,20182019,R,2019-01-05T01:00:00Z,1,2,American Airlines Center,0,0,1,0,0,40,46,1.179487179,8,3,3,1,1,0,3,1,0.428571429,0.333333333
1257,1,0,4,0,0,0,2,0,0,0,0,0,0,0,2,877,0,380,20182019,R,2019-01-06T22:00:00Z,3,2,Little Caesars Arena,1,0,0,1,1,41,47,1.15,8,3,3,1,1,0,3,1,0.428571429,0.333333333
1350,0,0,5,2,0,0,0,0,0,3,1,0,0,1,-1,944,2,404,20182019,R,2019-01-09T00:30:00Z,3,5,Capital One Arena,0,0,1,0,0,42,47,1.146341463,9,3,4,2,1,0,4,2,0.571428571,0.666666667
1258,0,2,5,4,0,0,0,0,0,0,4,0,0,1,2,1082,0,176,20182019,R,2019-01-11T00:00:00Z,4,2,TD Garden,2,0,0,1,1,43,49,1.119047619,9,3,3,1,1,0,3,1,0.428571429,0.333333333
1276,1,0,2,3,0,0,2,0,0,1,0,0,0,0,0,1213,0,63,20182019,R,2019-01-13T00:00:00Z,2,1,Capital One Arena,1,0,1,0,1,44,50,1.139534884,8,2,4,3,0,0,3,2,0.571428571,1
1283,0,1,3,2,1,0,2,0,0,0,0,0,0,0,0,1018,0,265,20182019,R,2019-01-15T00:00:00Z,4,1,Capital One Arena,1,1,2,0,1,45,51,1.136363636,9,3,5,3,0,0,4,2,0.714285714,1
1137,1,0,4,4,0,1,0,0,0,1,0,0,0,0,-3,963,0,174,20182019,R,2019-01-16T01:00:00Z,2,7,Bridgestone Arena,1,1,3,0,1,46,52,1.133333333,10,3,6,4,1,1,5,3,0.857142857,1.333333333
1188,0,0,3,2,0,0,0,0,0,2,0,0,0,1,-1,963,0,225,20182019,R,2019-01-19T00:30:00Z,2,0,Capital One Arena,0,0,4,0,0,47,52,1.130434783,10,3,6,3,2,2,5,3,0.857142857,1
1176,0,0,2,6,0,0,2,0,0,0,1,0,0,0,1,976,0,200,20182019,R,2019-01-20T17:30:00Z,5,8,United Center,0,0,0,1,0,48,52,1.106382979,10,3,6,2,2,2,5,2,0.857142857,0.666666667
1228,1,3,5,0,1,0,0,0,0,0,1,0,0,3,-1,1061,0,167,20182019,R,2019-01-23T00:00:00Z,7,6,Capital One Arena,4,1,0,2,1,49,56,1.083333333,10,2,5,1,2,1,4,1,0.714285714,0.333333333
1199,0,1,3,3,0,0,2,0,0,1,2,0,0,2,0,1081,0,118,20182019,R,2019-01-24T00:30:00Z,3,6,Scotiabank Arena,1,0,1,0,1,50,57,1.142857143,11,3,9,4,3,1,5,1,1.285714286,1.333333333
1457,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,1183,7,267,20182019,R,2019-02-03T17:30:00Z,1,0,Capital One Arena,0,0,2,0,0,51,57,1.14,6,0,8,5,3,1,5,2,1.142857143,1.666666667
1107,1,0,3,0,0,0,0,0,0,0,1,0,0,1,-1,1023,0,84,20182019,R,2019-02-06T00:00:00Z,2,3,Capital One Arena,1,0,0,1,1,52,58,1.117647059,5,1,7,5,3,1,4,2,1,1.666666667
1522,2,0,7,1,0,1,0,0,0,0,3,0,0,0,0,842,0,680,20182019,R,2019-02-08T00:00:00Z,3,4,Capital One Arena,2,1,1,0,1,53,60,1.115384615,6,2,7,2,2,0,4,2,1,0.666666667
1141,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1030,0,111,20182019,R,2019-02-10T00:00:00Z,5,4,Capital One Arena,1,0,2,0,1,54,61,1.132075472,5,2,8,3,2,1,4,2,1.142857143,1
981,2,1,8,0,1,0,0,0,0,1,1,0,0,0,1,596,0,385,20182019,R,2019-02-12T00:00:00Z,4,6,Capital One Arena,3,1,3,0,1,55,64,1.12962963,6,3,9,4,2,1,5,3,1.285714286,1.333333333
1268,0,0,2,3,0,0,0,0,0,0,0,0,0,1,-2,1180,0,88,20182019,R,2019-02-13T00:00:00Z,0,3,Nationwide Arena,0,0,4,0,0,56,64,1.163636364,6,3,12,6,3,2,6,3,1.714285714,2
1118,1,1,4,0,0,1,0,0,0,1,0,0,0,0,1,787,0,331,20182019,R,2019-02-15T03:30:00Z,5,1,SAP Center at San Jose,2,1,0,1,1,57,66,1.142857143,6,3,8,4,2,1,5,2,1.142857143,1.333333333
1348,0,1,7,5,0,0,0,0,0,0,2,0,0,2,1,998,0,350,20182019,R,2019-02-18T02:00:00Z,2,5,Honda Center,1,0,1,0,1,58,67,1.157894737,7,3,9,5,3,2,5,2,1.285714286,1.666666667
1131,0,2,3,0,2,0,2,0,0,0,0,0,0,0,0,1028,0,103,20182019,R,2019-02-19T03:30:00Z,3,2,STAPLES Center,2,2,2,0,1,59,69,1.155172414,8,3,10,3,3,1,6,2,1.428571429,1
1101,0,1,3,2,1,0,0,0,1,1,1,0,0,0,-1,866,0,235,20182019,R,2019-02-22T00:00:00Z,3,2,Scotiabank Arena,1,1,3,0,1,60,70,1.169491525,9,2,11,5,5,3,6,3,1.571428571,1.666666667
1340,0,1,8,5,0,0,0,0,0,0,1,0,0,0,1,1106,0,234,20182019,R,2019-02-23T18:00:00Z,2,5,KeyBank Center,1,0,4,0,1,61,71,1.166666667,10,3,10,4,5,3,6,3,1.428571429,1.333333333
1196,1,0,3,3,0,0,0,0,0,0,0,0,0,1,-1,877,0,319,20182019,R,2019-02-24T17:30:00Z,5,6,Capital One Arena,1,0,5,0,1,62,72,1.163934426,10,4,10,4,5,3,6,3,1.428571429,1.333333333
962,2,0,6,1,0,0,0,0,0,2,1,0,0,0,2,924,0,38,20182019,R,2019-02-27T00:00:00Z,2,7,Capital One Arena,2,0,6,0,1,63,74,1.161290323,10,3,8,3,4,1,6,3,1.142857143,1
1199,0,1,5,2,1,0,2,0,0,0,3,0,0,0,0,1118,0,81,20182019,R,2019-03-02T00:00:00Z,3,1,NYCB Live/Nassau Coliseum,1,1,7,0,1,64,75,1.174603175,10,2,10,4,4,0,7,3,1.428571429,1.333333333
1415,0,0,6,1,0,0,0,0,0,0,1,0,0,1,-1,996,0,419,20182019,R,2019-03-03T17:30:00Z,3,2,Madison Square Garden,0,0,8,0,0,65,75,1.171875,10,2,9,4,4,1,7,3,1.285714286,1.333333333
1151,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,897,0,254,20182019,R,2019-03-07T00:30:00Z,5,3,Wells Fargo Center,2,1,0,1,1,66,77,1.153846154,9,2,8,3,4,1,6,2,1.142857143,1
1234,0,0,5,1,0,0,0,0,0,1,1,0,0,0,0,842,0,392,20182019,R,2019-03-09T00:00:00Z,0,3,Capital One Arena,0,0,1,0,0,67,77,1.166666667,9,2,8,3,3,2,6,2,1.142857143,1
1152,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,942,0,210,20182019,R,2019-03-10T23:00:00Z,1,3,Capital One Arena,0,0,0,1,0,68,77,1.149253731,10,2,7,2,2,1,5,1,1,0.666666667
1141,1,0,5,8,0,1,2,0,0,2,2,0,0,0,-2,972,0,169,20182019,R,2019-03-12T23:00:00Z,3,5,PPG Paints Arena,1,1,0,2,1,69,78,1.132352941,9,3,6,2,2,1,4,1,0.857142857,0.666666667
985,1,0,5,3,0,0,0,0,0,0,0,0,0,0,2,724,0,261,20182019,R,2019-03-14T23:00:00Z,5,2,Wells Fargo Center,1,0,1,0,1,70,79,1.130434783,10,3,6,1,3,1,4,1,0.857142857,0.333333333
1557,0,2,7,3,1,0,0,0,0,0,1,0,0,0,-1,1135,0,422,20182019,R,2019-03-16T23:00:00Z,3,6,Amalie Arena,2,1,2,0,1,71,81,1.128571429,9,3,5,2,3,1,4,2,0.714285714,0.666666667
1106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1006,0,100,20182019,R,2019-03-19T23:30:00Z,4,1,Prudential Center,1,0,3,0,1,72,82,1.14084507,9,2,6,4,3,2,4,3,0.857142857,1.333333333
1654,1,0,11,5,0,1,2,0,0,0,1,0,0,0,-1,962,0,692,20182019,R,2019-03-20T23:30:00Z,5,4,Capital One Arena,1,1,4,0,1,73,83,1.138888889,9,3,7,4,3,1,5,3,1,1.333333333
1362,0,0,1,2,0,0,0,0,0,0,1,0,0,0,-2,1010,0,352,20182019,R,2019-03-22T23:00:00Z,2,1,Capital One Arena,0,0,5,0,0,74,83,1.136986301,10,3,6,4,3,2,5,3,0.857142857,1.333333333
1249,1,0,6,0,0,0,2,0,0,0,1,0,0,1,1,1032,0,217,20182019,R,2019-03-24T16:30:00Z,1,3,Capital One Arena,1,0,0,1,1,75,84,1.121621622,9,3,6,2,3,1,5,2,0.857142857,0.666666667
1248,1,1,5,2,0,0,0,0,0,3,1,0,0,0,3,1037,0,211,20182019,R,2019-03-26T23:00:00Z,1,4,Capital One Arena,2,0,1,0,1,76,86,1.12,10,3,7,2,3,1,6,2,1,0.666666667
1330,0,0,4,1,0,0,0,0,0,1,0,0,0,1,-2,1210,0,120,20182019,R,2019-03-28T23:00:00Z,3,2,PNC Arena,0,0,2,0,0,77,86,1.131578947,10,3,8,3,2,0,6,2,1.142857143,1
1348,0,2,8,4,1,0,0,0,0,1,1,0,0,0,3,862,0,486,20182019,R,2019-03-30T23:00:00Z,6,3,Amalie Arena,2,1,0,1,1,78,88,1.116883117,10,3,7,3,2,0,5,2,1,1
1362,1,0,6,8,0,0,0,0,0,1,1,0,0,0,-2,1122,0,240,20182019,R,2019-04-01T23:00:00Z,3,5,BB&T Center,1,0,1,0,1,79,89,1.128205128,10,3,7,4,2,1,5,2,1,1.333333333
